Time,device_frmpayload_data_rainfall
2024-05-15 15:08:28,0 mm
2024-05-15 15:11:28,0.6 mm
2024-05-15 15:17:28,0.6 mm
2024-05-15 15:20:28,0 mm
2024-05-15 15:23:28,0 mm
2024-05-15 15:26:28,0.6 mm
2024-05-15 15:32:28,0.6 mm
2024-05-15 15:38:28,0.6 mm
2024-05-15 16:05:28,0.6 mm
2024-05-15 17:32:28,0.6 mm
2024-05-15 17:59:28,0.6 mm
2024-05-15 18:47:28,0.2 mm
2024-05-15 18:53:28,0.2 mm
2024-05-15 19:02:28,0 mm
2024-05-15 19:05:28,0 mm
2024-05-15 19:08:28,0.2 mm
2024-05-15 20:41:28,0.2 mm
2024-05-16 15:20:28,0.6 mm
2024-05-16 15:23:28,1.2 mm
2024-05-16 15:26:28,0.6 mm
2024-05-16 15:29:28,0 mm
2024-05-16 15:32:28,0.6 mm
2024-05-16 15:35:07,0 mm
2024-05-16 15:38:07,0 mm
2024-05-16 15:50:07,0.6 mm
2024-05-16 15:50:07,0.6 mm
2024-05-17 10:20:07,3 mm
2024-05-17 10:23:07,19.2 mm
2024-05-17 10:26:07,21.6 mm
2024-05-17 10:29:07,11.6 mm
2024-05-17 10:32:07,14.2 mm
2024-05-17 10:35:07,9.6 mm
2024-05-17 10:38:07,3 mm
2024-05-17 10:41:07,5.4 mm
2024-05-17 10:44:07,3.6 mm
2024-05-17 10:47:07,3 mm
2024-05-17 10:50:07,1.2 mm
2024-05-17 10:53:07,0.6 mm
2024-05-17 10:56:07,0 mm
2024-05-17 10:59:07,0.6 mm
2024-05-17 11:02:07,0.6 mm
2024-05-17 11:05:07,0.6 mm
2024-05-17 11:08:07,0.6 mm
2024-05-17 11:11:07,0.6 mm
2024-05-17 11:32:07,0.6 mm
2024-05-17 11:35:07,0 mm
2024-05-17 11:56:07,0.6 mm
2024-05-17 16:44:07,1.2 mm
2024-05-17 16:47:07,1.8 mm
2024-05-17 16:50:07,0.6 mm
2024-05-17 18:08:07,0.6 mm
2024-05-17 18:11:07,1.2 mm
2024-05-17 18:14:07,1.2 mm
2024-05-17 18:17:07,0.6 mm
2024-05-17 18:20:07,0.6 mm
2024-05-17 18:23:07,0.6 mm
2024-05-17 18:29:07,0.6 mm
2024-05-17 18:50:07,0.2 mm
2024-05-17 19:35:07,0.2 mm
2024-05-17 19:47:07,0.2 mm
2024-05-20 00:19:43,0.4 mm
2024-05-20 00:22:43,0.2 mm
2024-05-20 00:25:43,0.2 mm
2024-05-20 00:28:43,0.2 mm
2024-05-20 00:31:43,0.2 mm
2024-05-20 00:34:43,0.2 mm
2024-05-20 00:37:43,0.2 mm
2024-05-20 00:40:43,0.2 mm
2024-05-20 00:43:43,0.4 mm
2024-05-20 00:46:43,0.2 mm
2024-05-20 00:55:43,0 mm
2024-05-20 02:46:43,0.4 mm
2024-05-20 02:49:43,0.2 mm
2024-05-20 02:52:43,0.2 mm
2024-05-20 02:55:43,0.2 mm
2024-05-20 02:58:43,0 mm
2024-05-20 03:01:43,0 mm
2024-05-20 03:04:43,0.2 mm
2024-05-20 03:07:43,0 mm
2024-05-20 03:10:43,0 mm
2024-05-20 03:13:43,0 mm
2024-05-20 03:19:43,0.2 mm
2024-05-20 03:28:43,0.2 mm
2024-05-20 04:04:43,0.2 mm
2024-05-20 04:16:43,0 mm
2024-05-20 04:19:43,0.2 mm
2024-05-20 05:19:43,0.2 mm
2024-05-20 05:25:43,0 mm
2024-05-20 05:58:43,1.2 mm
2024-05-20 06:01:43,0.6 mm
2024-05-20 06:07:43,0 mm
2024-05-20 06:10:43,0 mm
2024-05-20 06:13:43,0 mm
2024-05-20 06:19:43,0.6 mm
2024-05-20 06:22:43,0 mm
2024-05-20 06:28:43,0.6 mm
2024-05-20 06:31:43,0 mm
2024-05-20 06:34:43,0.6 mm
2024-05-20 07:01:43,0 mm
2024-05-20 07:04:43,0 mm
2024-05-20 07:10:43,0.6 mm
2024-05-20 07:16:43,1.2 mm
2024-05-20 07:19:43,0.6 mm
2024-05-20 07:22:43,1.2 mm
2024-05-20 07:25:43,4.2 mm
2024-05-20 07:28:43,5.4 mm
2024-05-20 07:31:43,7.2 mm
2024-05-20 07:34:43,1.8 mm
2024-05-20 07:37:43,1.2 mm
2024-05-20 07:40:43,0.6 mm
2024-05-20 07:43:43,1.2 mm
2024-05-20 07:46:43,1 mm
2024-05-20 07:49:43,1.2 mm
2024-05-20 07:52:43,1.2 mm
2024-05-20 07:55:43,1.8 mm
2024-05-20 07:58:43,0.6 mm
2024-05-20 08:01:43,0.4 mm
2024-05-20 08:04:43,0.6 mm
2024-05-20 08:07:43,0.6 mm
2024-05-20 08:10:43,0.6 mm
2024-05-20 08:13:43,0.6 mm
2024-05-20 08:16:43,0.6 mm
2024-05-20 08:19:43,1.2 mm
2024-05-20 08:25:43,0.6 mm
2024-05-20 08:28:43,0.6 mm
2024-05-20 08:31:43,0 mm
2024-05-20 08:34:43,1.2 mm
2024-05-20 08:40:43,0.6 mm
2024-05-20 08:43:43,0 mm
2024-05-20 08:49:43,0 mm
2024-05-20 08:52:43,0.6 mm
2024-05-20 09:01:43,0.6 mm
2024-05-20 09:04:43,0 mm
2024-05-20 09:07:43,0.6 mm
2024-05-20 09:10:43,1.2 mm
2024-05-20 09:13:43,0.6 mm
2024-05-20 09:16:43,1.2 mm
2024-05-20 09:19:43,0.6 mm
2024-05-20 09:22:43,0.6 mm
2024-05-20 09:25:43,1.6 mm
2024-05-20 09:28:43,2 mm
2024-05-20 09:31:43,3.6 mm
2024-05-20 09:34:43,1.2 mm
2024-05-20 09:37:43,7.4 mm
2024-05-20 09:40:43,13 mm
2024-05-20 09:43:43,7.8 mm
2024-05-20 09:48:39,0 mm
2024-05-20 09:51:39,1.2 mm
2024-05-20 09:54:39,0.6 mm
2024-05-20 10:00:39,0 mm
2024-05-20 10:03:39,0 mm
2024-05-20 10:06:39,0 mm
2024-05-20 10:09:39,0.6 mm
2024-05-20 10:27:49,3.8 mm
2024-05-20 10:30:49,4.4 mm
2024-05-20 10:33:49,3.8 mm
2024-05-20 10:36:49,2.2 mm
2024-05-20 10:39:49,4.0 mm
2024-05-20 10:42:49,2.2 mm
2024-05-20 10:45:49,3.4 mm
2024-05-20 10:48:49,3.2 mm
2024-05-20 10:51:49,1.8 mm
2024-05-20 10:54:49,1.2 mm
2024-05-20 10:57:49,1.2 mm
2024-05-20 11:03:49,0.6 mm
2024-05-20 11:06:49,0 mm
2024-05-20 11:09:49,0 mm
2024-05-20 11:12:49,0 mm
2024-05-20 11:15:49,0 mm
2024-05-20 11:18:49,0 mm
2024-05-20 11:21:49,0.6 mm
2024-05-20 12:54:49,5.4 mm
2024-05-20 12:57:49,6 mm
2024-05-20 13:00:49,2 mm
2024-05-20 14:45:49,0.6 mm
2024-05-20 15:18:49,0.6 mm
2024-05-20 15:21:49,1.2 mm
2024-05-20 15:27:49,0.6 mm
2024-05-20 15:42:49,0.6 mm
2024-05-21 07:42:49,1.8 mm
2024-05-21 07:45:49,1.2 mm
2024-05-21 07:48:49,3.6 mm
2024-05-21 07:51:49,1.2 mm
2024-05-21 07:54:49,0 mm
2024-05-21 07:57:49,0.6 mm
2024-05-21 09:27:49,0.6 mm
2024-05-21 13:28:31,1.2 mm
2024-05-21 15:58:31,0.6 mm
2024-05-21 16:01:31,5.4 mm
2024-05-21 16:04:31,13.8 mm
2024-05-21 16:07:31,3 mm
2024-05-21 16:10:31,0.6 mm
2024-05-21 16:34:31,1.8 mm
2024-05-21 16:37:31,0.6 mm
2024-05-21 17:22:31,0.6 mm
2024-05-21 17:55:31,1.2 mm
2024-05-21 17:58:31,1.2 mm
2024-05-21 18:01:31,3 mm
2024-05-21 18:04:31,1.2 mm
2024-05-21 18:07:31,1.8 mm
2024-05-21 18:10:31,1.8 mm
2024-05-21 18:13:31,0.6 mm
2024-05-21 18:16:31,0.6 mm
2024-05-21 18:19:31,4.8 mm
2024-05-21 18:22:31,7.2 mm
2024-05-21 18:25:31,4.8 mm
2024-05-21 18:28:31,7.8 mm
2024-05-21 18:31:31,3 mm
2024-05-21 18:34:31,1.8 mm
2024-05-21 18:37:31,1.2 mm
2024-05-21 18:40:31,0.2 mm
2024-05-21 18:43:31,0.4 mm
2024-05-21 18:46:31,0.2 mm
2024-05-21 18:49:31,0.2 mm
2024-05-21 18:52:31,0.4 mm
2024-05-21 18:55:31,0.2 mm
2024-05-21 18:58:31,0.2 mm
2024-05-21 19:01:31,0 mm
2024-05-21 19:04:31,0 mm
2024-05-21 19:07:31,0.2 mm
2024-05-21 19:19:31,0.2 mm
2024-05-21 19:25:31,0.2 mm
2024-05-21 19:31:31,0.2 mm
2024-05-21 19:34:31,0.2 mm
2024-05-21 19:37:31,0.2 mm
2024-05-21 19:40:31,0.2 mm
2024-05-21 19:43:31,0.2 mm
2024-05-21 19:46:31,0.2 mm
2024-05-21 19:49:31,0.2 mm
2024-05-21 19:52:31,0.2 mm
2024-05-21 19:58:31,0.2 mm
2024-05-21 20:04:31,0.2 mm
2024-05-21 20:07:31,0.2 mm
2024-05-21 20:10:31,0.2 mm
2024-05-21 20:16:31,0.2 mm
2024-05-21 20:22:31,0.2 mm
2024-05-21 20:31:31,0.2 mm
2024-05-21 21:28:31,0 mm
2024-05-21 21:31:31,0.2 mm
2024-05-21 21:34:31,0.2 mm
2024-05-21 21:40:31,0.2 mm
2024-05-21 22:01:31,0 mm
2024-05-21 22:04:31,0.2 mm
2024-05-21 22:07:31,1.2 mm
2024-05-21 22:10:31,0.2 mm
2024-05-21 22:13:31,0.4 mm
2024-05-21 22:16:31,0.2 mm
2024-05-21 22:22:31,0.2 mm
2024-05-21 22:25:31,0.2 mm
2024-05-21 22:28:31,0.2 mm
2024-05-21 22:31:31,0 mm
2024-05-21 22:34:31,0.2 mm
2024-05-21 22:37:31,0.2 mm
2024-05-21 22:40:31,0.2 mm
2024-05-21 22:46:31,0.2 mm
2024-05-21 22:49:31,0.2 mm
2024-05-21 23:25:31,0.2 mm
2024-05-21 23:37:31,0.2 mm
2024-05-22 02:34:31,0.6 mm
2024-05-22 02:37:31,0.6 mm
2024-05-22 02:40:31,0.2 mm
2024-05-22 02:43:31,0.2 mm
2024-05-22 02:46:31,0.2 mm
2024-05-22 04:13:31,0.2 mm
2024-05-22 05:04:31,0.2 mm
2024-05-22 05:07:31,0.2 mm
2024-05-22 05:10:31,0.2 mm
2024-05-22 05:13:31,0.2 mm
2024-05-22 05:16:31,0.2 mm
2024-05-22 05:22:31,0.2 mm
2024-05-22 05:55:31,0.2 mm
2024-05-22 06:22:31,1.2 mm
2024-05-22 06:25:31,0.6 mm
2024-05-22 06:37:31,0.6 mm
2024-05-22 06:40:31,3 mm
2024-05-22 06:43:31,1.2 mm
2024-05-22 06:46:31,0.6 mm
2024-05-24 15:20:05,0.6 mm
2024-05-24 15:30:35,0.6 mm
2024-05-24 15:34:45,0.6 mm
2024-05-24 15:40:45,0.6 mm
2024-05-24 15:42:35,0.6 mm
2024-05-24 15:47:53,0.6 mm
2024-05-24 15:50:53,0.6 mm
2024-05-24 15:53:53,0.6 mm
2024-05-24 16:02:53,0.6 mm
2024-05-24 17:08:53,0.6 mm
2024-05-24 17:20:53,0.6 mm
2024-05-24 17:26:53,0.6 mm
2024-05-24 18:04:33,0.6 mm
2024-05-24 18:21:33,0.6 mm
2024-05-24 18:35:43,0.6 mm
2024-05-24 19:06:23,0.2 mm
2024-05-24 19:09:33,0.2 mm
2024-05-24 19:12:43,0.2 mm
2024-05-24 19:15:43,0.4 mm
2024-05-24 19:18:53,0.2 mm
2024-05-24 19:25:03,0.2 mm
2024-05-24 19:28:13,0.2 mm
2024-05-24 19:31:23,0.2 mm
2024-05-24 19:37:33,0.2 mm
2024-05-24 19:40:43,0.2 mm
2024-05-24 19:43:43,0.4 mm
2024-05-24 19:46:53,0.2 mm
2024-05-24 23:21:23,0.2 mm
2024-05-25 04:04:13,0.2 mm
2024-05-25 04:13:33,0.2 mm
2024-05-25 04:16:33,0.2 mm
2024-05-25 04:19:43,0.2 mm
2024-05-25 04:22:53,0.2 mm
2024-05-25 04:25:53,0.2 mm
2024-05-25 04:29:03,0.2 mm
2024-05-25 04:38:23,0.2 mm
2024-05-25 04:41:33,0.2 mm
2024-05-25 04:44:33,0.2 mm
2024-05-25 05:03:13,0.2 mm
2024-05-25 05:06:23,0.2 mm
2024-05-25 05:18:43,0.2 mm
2024-05-25 05:25:03,0.2 mm
2024-05-25 05:43:43,0.2 mm
2024-05-25 05:55:13,0.2 mm
2024-05-25 06:10:33,0.6 mm
2024-05-25 09:31:53,1 mm
2024-05-25 09:35:43,0.6 mm
2024-05-25 09:38:23,0.6 mm
2024-05-25 09:47:03,0.6 mm
2024-05-25 21:40:33,0.4 mm
2024-05-25 21:43:43,0.2 mm
2024-05-25 21:46:43,0.2 mm
2024-05-25 21:49:53,0.2 mm
2024-05-25 21:59:13,0.2 mm
2024-05-26 06:06:43,0.2 mm
2024-05-26 06:09:03,0.8 mm
2024-05-26 06:12:03,8.4 mm
2024-05-26 06:15:03,11 mm
2024-05-26 06:18:03,9 mm
2024-05-26 11:21:03,7.2 mm
2024-05-26 11:24:33,0.6 mm
2024-05-26 11:28:13,0.6 mm
2024-05-26 11:31:13,0.6 mm
2024-05-26 11:33:53,0.6 mm
2024-05-26 11:37:03,0.6 mm
2024-05-26 11:40:03,0.6 mm
2024-05-26 11:43:33,0.6 mm
2024-05-26 11:47:03,0.6 mm
2024-05-26 11:51:03,0.6 mm
2024-05-26 11:55:33,0.6 mm
2024-05-26 11:59:43,0.6 mm
2024-05-26 12:05:23,0.6 mm
2024-05-26 12:16:23,0.6 mm
2024-05-26 12:34:13,0.6 mm
2024-05-26 21:07:43,0.2 mm
2024-05-26 21:10:43,0.2 mm
2024-05-26 21:13:53,0.2 mm
2024-05-26 21:17:03,0.2 mm
2024-05-26 21:20:03,0.2 mm
2024-05-26 21:23:13,0.2 mm
2024-05-26 21:35:33,0.2 mm
2024-05-26 21:44:53,0.2 mm
2024-05-26 21:47:53,0.2 mm
2024-05-26 21:51:03,0.2 mm
2024-05-26 21:57:13,0.2 mm
2024-05-26 22:06:33,0.2 mm
2024-05-26 22:12:43,0.2 mm
2024-05-26 22:15:53,0.2 mm
2024-05-26 22:22:03,0.2 mm
2024-05-26 22:28:13,0.2 mm
2024-05-27 00:07:13,0.2 mm
2024-05-27 00:10:23,0.2 mm
2024-05-27 00:13:33,0.4 mm
2024-05-27 00:16:33,0.2 mm
2024-05-27 00:19:43,0.2 mm
2024-05-27 00:22:43,0.2 mm
2024-05-27 00:25:53,0.2 mm
2024-05-27 00:28:53,0.2 mm
2024-05-27 00:32:03,0.2 mm
2024-05-27 00:35:03,0.2 mm
2024-05-27 00:38:13,0.2 mm
2024-05-27 00:41:13,0.2 mm
2024-05-27 00:44:23,0.2 mm
2024-05-27 00:56:43,0.2 mm
2024-05-27 01:12:03,0.2 mm
2024-05-27 01:15:13,0.2 mm
2024-05-27 01:18:13,0.2 mm
2024-05-27 01:30:33,0.2 mm
2024-05-27 01:55:13,0.2 mm
2024-05-28 00:39:02,0.2 mm
2024-05-28 00:42:02,0.2 mm
2024-05-28 01:48:02,0.2 mm
2024-05-28 01:51:02,0.2 mm
2024-05-28 01:54:02,0.2 mm
2024-05-28 01:57:02,0.2 mm
2024-05-28 02:00:02,0.2 mm
2024-05-28 02:03:02,0.2 mm
2024-05-28 02:18:02,0.2 mm
2024-05-28 02:21:02,0.2 mm
2024-05-28 02:24:02,0.2 mm
2024-05-28 02:27:02,0.2 mm
2024-05-28 02:30:02,0.2 mm
2024-05-28 02:33:02,0.2 mm
2024-05-28 02:36:02,0.2 mm
2024-05-28 02:39:02,0.2 mm
2024-05-28 02:42:02,0.2 mm
2024-05-28 02:45:02,0.2 mm
2024-05-28 02:48:02,0.2 mm
2024-05-28 02:51:02,0.2 mm
2024-05-28 02:57:02,0.2 mm
2024-05-28 03:00:02,0.2 mm
2024-05-28 03:03:02,0.2 mm
2024-05-28 03:06:02,0.2 mm
2024-05-28 03:09:02,0.2 mm
2024-05-28 03:12:02,0.2 mm
2024-05-28 03:15:02,0.2 mm
2024-05-28 03:18:02,0.2 mm
2024-05-28 03:21:02,0.2 mm
2024-05-28 03:24:02,0.2 mm
2024-05-28 03:27:02,0.2 mm
2024-05-28 03:30:02,0.2 mm
2024-05-28 03:33:02,0.2 mm
2024-05-28 03:36:02,0.2 mm
2024-05-28 03:39:02,0.2 mm
2024-05-28 03:42:02,0.2 mm
2024-05-28 03:45:02,0.2 mm
2024-05-28 03:48:02,0.2 mm
2024-05-28 04:03:05,0.2 mm
2024-05-28 04:06:05,0.2 mm
2024-05-28 04:09:05,0.2 mm
2024-05-28 04:15:05,0.2 mm
2024-05-28 04:18:05,0.2 mm
2024-05-28 04:24:05,0.2 mm
2024-05-28 04:42:05,0.2 mm
2024-05-28 04:57:05,0.2 mm
2024-05-28 05:12:05,0.2 mm
2024-05-28 05:27:05,0.2 mm
2024-05-28 05:39:05,0.2 mm
2024-05-28 05:48:05,0.2 mm
2024-05-28 05:51:05,0.2 mm
2024-05-28 05:54:05,0.2 mm
2024-05-28 05:57:05,0.2 mm
2024-05-28 06:00:05,1.0 mm
2024-05-28 06:03:05,0.6 mm
2024-05-28 06:09:05,0.6 mm
2024-05-28 06:12:05,0.6 mm
2024-05-28 06:18:05,0.6 mm
2024-05-28 06:24:05,0.6 mm
2024-05-28 06:45:05,0.6 mm
2024-05-28 07:27:05,0.6 mm
2024-05-28 07:30:05,0.6 mm
2024-05-28 07:33:05,0.6 mm
2024-05-28 07:36:05,1.2 mm
2024-05-28 07:39:05,1.2 mm
2024-05-28 07:42:05,1.2 mm
2024-05-28 07:45:05,1.2 mm
2024-05-28 07:48:05,1.2 mm
2024-05-28 07:51:05,0.6 mm
2024-05-28 07:54:05,0.6 mm
2024-05-28 07:57:05,0.6 mm
2024-05-28 08:00:05,0.6 mm
2024-05-28 08:06:05,0.6 mm
2024-05-28 08:09:05,0.6 mm
2024-05-28 08:12:05,0.6 mm
2024-05-28 08:15:05,0.6 mm
2024-05-28 08:18:05,0.6 mm
2024-05-28 08:27:07,1.8 mm
2024-05-28 08:30:07,1.8 mm
2024-05-28 08:33:07,1.8 mm
2024-05-28 08:36:07,1.2 mm
2024-05-28 08:39:07,1.8 mm
2024-05-28 08:42:07,1.2 mm
2024-05-28 08:45:07,0.6 mm
2024-05-28 08:48:07,0.6 mm
2024-05-28 08:51:07,0.6 mm
2024-05-28 09:00:07,0.6 mm
2024-05-28 09:09:07,0.6 mm
2024-05-28 09:15:07,0.6 mm
2024-05-28 09:24:07,0.6 mm
2024-05-28 09:30:07,0.6 mm
2024-05-28 09:33:07,0.6 mm
2024-05-28 09:36:07,0.6 mm
2024-05-28 09:45:07,0.6 mm
2024-05-28 09:57:07,0.6 mm
2024-05-28 10:06:07,0.6 mm
2024-05-28 10:18:07,0.6 mm
2024-05-28 10:21:07,0.6 mm
2024-05-28 11:03:07,0.6 mm
2024-05-28 23:54:02,0.4 mm
2024-05-28 23:57:02,0.2 mm
2024-05-29 00:00:02,0.2 mm
2024-05-29 00:03:02,0.2 mm
2024-05-29 00:06:02,0.2 mm
2024-05-29 00:18:02,0.2 mm
2024-05-29 00:24:02,0.2 mm
2024-05-29 00:27:02,0.2 mm
2024-05-29 00:36:02,0.2 mm
2024-05-29 03:39:02,0.2 mm
2024-05-29 04:06:02,0.2 mm
2024-05-29 04:15:02,0.2 mm
2024-05-29 05:39:02,0.2 mm
2024-05-29 05:42:02,0.2 mm
2024-05-29 05:45:02,0.2 mm
2024-05-29 05:57:02,0.2 mm
2024-05-29 06:15:02,0.6 mm
2024-05-29 06:18:02,1.2 mm
2024-05-29 06:21:02,1.2 mm
2024-05-29 06:24:02,0.6 mm
2024-05-29 07:44:44,0.6 mm
2024-05-29 09:05:44,0.6 mm
2024-05-29 09:08:44,0.6 mm
2024-05-29 09:11:44,0.6 mm
2024-05-29 09:14:44,0.6 mm
2024-05-29 09:20:44,0.6 mm
2024-05-29 09:23:44,2.4 mm
2024-05-29 09:26:44,1.8 mm
2024-05-29 09:29:44,1.2 mm
2024-05-29 09:32:44,0.6 mm
2024-05-29 09:44:56,0.6 mm
2024-05-29 09:47:56,1.8 mm
2024-05-29 09:50:56,2.4 mm
2024-05-29 09:53:56,3 mm
2024-05-29 09:56:56,3 mm
2024-05-29 09:59:56,2.4 mm
2024-05-29 10:02:56,1.8 mm
2024-05-29 10:05:56,1.8 mm
2024-05-29 10:08:56,1.2 mm
2024-05-29 10:11:56,1.8 mm
2024-05-29 10:14:56,3.6 mm
2024-05-29 10:17:56,4.2 mm
2024-05-29 10:20:56,6.6 mm
2024-05-29 10:23:56,4.2 mm
2024-05-29 10:26:56,1.8 mm
2024-05-29 10:29:56,2.4 mm
2024-05-29 10:32:56,2.4 mm
2024-05-29 10:35:56,1.8 mm
2024-05-29 10:38:56,0.6 mm
2024-05-29 10:41:56,0.6 mm
2024-05-29 10:47:56,0.6 mm
2024-05-29 12:11:56,1.2 mm
2024-05-29 12:14:56,1.8 mm
2024-05-29 12:17:56,1.2 mm
2024-05-29 12:20:56,1.2 mm
2024-05-29 12:23:56,2.4 mm
2024-05-29 12:26:56,2.4 mm
2024-05-29 12:29:56,0.6 mm
2024-05-29 12:32:56,2.4 mm
2024-05-29 12:35:56,3.6 mm
2024-05-29 12:38:56,0.6 mm
2024-05-29 12:41:56,1.2 mm
2024-05-29 12:59:56,1.8 mm
2024-05-29 13:02:56,3.6 mm
2024-05-29 13:05:56,3.6 mm
2024-05-29 13:08:56,1.8 mm
2024-05-29 13:11:56,1.2 mm
2024-05-29 13:14:56,7.2 mm
2024-05-29 13:17:56,7.8 mm
2024-05-29 13:20:56,4.2 mm
2024-05-29 13:23:56,7.6 mm
2024-05-29 13:26:56,4.8 mm
2024-05-29 13:29:56,2.4 mm
2024-05-29 13:32:56,1.8 mm
2024-05-29 13:35:56,0.6 mm
2024-05-29 13:41:56,2.4 mm
2024-05-29 13:44:56,0.6 mm
2024-05-29 13:47:56,4.2 mm
2024-05-29 13:50:56,3 mm
2024-05-29 13:53:56,0.6 mm
2024-05-29 14:02:56,7.2 mm
2024-05-29 14:05:56,0.6 mm
2024-05-29 14:20:56,0.6 mm
2024-05-29 14:23:56,0.6 mm
2024-05-29 14:26:56,1.8 mm
2024-05-29 14:29:56,2.4 mm
2024-05-29 14:32:56,1.2 mm
2024-05-29 14:35:56,0.6 mm
2024-05-29 14:38:56,1.2 mm
2024-05-29 14:41:56,0.6 mm
2024-05-29 14:44:56,0.6 mm
2024-05-29 14:53:56,0.6 mm
2024-05-29 15:23:56,0.6 mm
2024-05-29 15:26:56,1.2 mm
2024-05-29 15:29:56,1.2 mm
2024-05-29 15:38:56,0.6 mm
2024-05-29 15:47:56,0.6 mm
2024-05-29 15:50:56,0.6 mm
2024-05-29 15:53:56,1.2 mm
2024-05-29 15:56:56,0.6 mm
2024-05-29 15:59:56,0.6 mm
2024-05-29 16:02:56,0.6 mm
2024-05-29 16:05:56,1.2 mm
2024-05-29 16:08:56,1.2 mm
2024-05-29 16:11:56,0.8 mm
2024-05-29 16:14:56,1.4 mm
2024-05-29 16:17:56,1.8 mm
2024-05-29 16:20:56,0.6 mm
2024-05-29 16:23:56,0.6 mm
2024-05-29 16:26:56,0.6 mm
2024-05-29 16:38:56,0.6 mm
2024-05-29 16:47:56,0.6 mm
2024-05-29 17:02:56,0.6 mm
2024-05-29 17:05:56,0.6 mm
2024-05-29 17:08:56,0.6 mm
2024-05-30 11:50:36,0.6 mm
